,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
0,KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),10:03,18:48,08h 45m,469.0,21 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
1,KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,19:55,07h 54m,627.0,25 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
2,KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,12:55,21:15,08h 20m,567.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
3,KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,21:25,07h 39m,729.0,25 Seats available,2.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
4,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,00:01,09h 01m,620.0,37 Seats available,4.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
5,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,22:20,06h 55m,729.0,24 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
6,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,00:50,08h 48m,567.0,22 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
7,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,01:20,09h 04m,640.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
8,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,01:25,08h 40m,640.0,17 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
9,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,04:24,09h 20m,640.0,27 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
10,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,04:25,08h 25m,473.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
11,KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,05:36,09h 05m,640.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
12,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,06:36,09h 05m,640.0,38 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
13,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,07:36,09h 24m,640.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
14,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,07:35,09h 03m,627.0,26 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
15,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,09:30,10h 30m,469.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
16,KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,09:35,10h 05m,469.0,39 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
17,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,09:05,09h 24m,627.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
18,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,700.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
19,SAAM BUS,VE A/C Sleeper (2+1),20:10,06:45,10h 35m,850.0,18 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
20,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08h 25m,750.0,29 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
21,AdDA Transports,A/C Sleeper (2+1),21:45,07:00,09h 15m,700.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
22,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10h 00m,599.0,38 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
23,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,06:10,08h 10m,699.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
24,P K Travels,A/C Sleeper (2+1),19:15,06:30,11h 15m,1000.0,25 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
25,AdSuraj Holidays,VE A/C Sleeper (2+1),22:30,07:30,09h 00m,900.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
26,NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08h 45m,1000.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
27,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,05:30,08h 30m,899.0,21 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
28,DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,999.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
29,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,06:30,08h 15m,750.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
30,National travels and logistics,NON A/C Sleeper (2+1),22:45,06:30,07h 45m,699.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
31,SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08h 30m,849.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
32,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,07:05,09h 05m,899.0,16 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
33,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,06:00,09h 30m,700.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
34,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,07:05,09h 00m,599.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
35,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,07:30,10h 30m,800.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
36,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,06:30,08h 30m,800.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
37,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,06:45,09h 45m,600.0,33 Seats available,2.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
38,A1 Travels,A/C Seater / Sleeper (2+1),21:45,07:00,09h 15m,600.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
39,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),02:30,10:00,07h 30m,1000.0,3 Seats available,2.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
40,Ravina Travels (Regd),A/C Sleeper (2+1),05:00,13:00,08h 00m,1099.0,19 Seats available,1.7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
41,National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,899.0,21 Seats available,2.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
42,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,11:00,08h 00m,1800.0,9 Seats available,1.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
43,P K Travels,A/C Seater/Sleeper (2+1),21:30,06:00,08h 30m,800.0,32 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
44,P K Travels,Non A/C Seater / Sleeper (2+1),19:15,05:15,10h 00m,700.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
45,A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,650.0,31 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
46,Usha Transport,NON A/C Sleeper (1+2),20:45,07:28,10h 43m,699.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
47,SAAM BUS,A/C Classy Seater (2+2),08:00,17:30,09h 30m,600.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
48,Bharathi Travels,A/C Sleeper (2+1),02:55,10:25,07h 30m,990.0,19 Seats available,2.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
49,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),21:20,06:00,08h 40m,599.0,27 Seats available,0.0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
50,Vijay Lines,A/C Seater / Sleeper (2+1),20:45,07:30,10h 45m,599.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
51,KSRTC (Kerala) - 932,Super Fast Non AC Seater (2+3),11:15,17:00,05h 45m,273.0,2 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
52,KSRTC (Kerala) - 1076,Super Fast Non AC Seater (2+3),13:00,19:15,06h 15m,285.0,3 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
53,KSRTC (Kerala) - 897,Super Fast Non AC Seater (2+3),15:01,21:30,06h 29m,273.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
54,KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:01,21:35,05h 34m,285.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
55,KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,273.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
56,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,05:40,06h 40m,319.0,14 Seats available,4.5,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
57,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),03:40,08:00,04h 20m,799.0,1 Seat available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
58,A1 Travels,Bharat Benz A/C Sleeper (2+1),04:00,08:15,04h 15m,600.0,2 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
59,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:30,09:00,05h 30m,450.0,3 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
60,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,20:30,06h 30m,1700.0,21 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
61,Bharathi Travels,A/C Sleeper (2+1),15:00,21:00,06h 00m,2400.0,18 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
62,SAAM BUS,VE A/C Sleeper (2+1),20:30,04:00,07h 30m,1800.0,11 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
63,SAAM BUS,A/C Seater (2+2),20:30,04:00,07h 30m,1750.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
64,National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,1290.0,7 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
65,SKS Tours & Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,1799.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
66,National travels and logistics,A/C Sleeper (2+1),21:00,03:15,06h 15m,1790.0,5 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
67,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,04:00,07h 00m,1299.0,8 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
68,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04:30,07h 15m,1800.0,1 Seat available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
69,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,04:45,07h 15m,1799.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
70,DA Transports,A/C Sleeper (2+1),21:50,04:30,06h 40m,1599.0,4 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
71,Suraj Holidays,VE A/C Sleeper (2+1),22:00,05:00,07h 00m,1850.0,2 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
72,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,19:30,05h 45m,1600.0,22 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
73,Ravina Travels (Regd),A/C Sleeper (2+1),14:35,21:30,06h 55m,1349.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Kozhikode to Mysore
74,KSRTC (Kerala) - 1099,Super Express Non AC Seater Air Bus (2+2),09:00,15:40,06h 40m,475.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
75,KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),10:03,16:43,06h 40m,377.0,21 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
76,KSRTC (Kerala) - 2832,Super Express Non AC Seater Air Bus (2+2),11:30,18:25,06h 55m,475.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
77,KSRTC (Kerala) - 2216,Super Express Non AC Seater Air Bus (2+2),11:35,18:55,07h 20m,475.0,39 Seats available,0.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
78,KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,18:20,06h 19m,524.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
79,KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,12:55,19:15,06h 20m,475.0,18 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
80,KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,19:15,05h 29m,576.0,33 Seats available,2.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
81,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,21:05,06h 50m,524.0,41 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
82,KSRTC (Kerala) - 2472,Garuda Premium,14:30,20:00,05h 30m,1212.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
83,KSRTC (Kerala) - 1351,Super Express Non AC Seater Air Bus (2+2),14:45,21:40,06h 55m,475.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
84,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,20:55,05h 30m,576.0,27 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
85,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,22:31,06h 29m,475.0,27 Seats available,1.6,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
86,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,23:30,07h 14m,548.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
87,KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,00:10,07h 25m,548.0,13 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
88,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,02:50,07h 46m,548.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
89,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,02:05,06h 05m,473.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
90,KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,03:41,07h 10m,548.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
91,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,04:46,07h 15m,548.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
92,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,06:01,07h 49m,548.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
93,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,05:15,06h 43m,524.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
94,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,07:30,08h 30m,377.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
95,KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,07:35,08h 05m,377.0,39 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
96,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,07:15,07h 34m,524.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
97,DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,999.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
98,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,700.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
99,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,599.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
100,DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,999.0,19 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
101,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,599.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
102,Suraj Holidays,VE A/C Sleeper (2+1),22:30,06:15,07h 45m,900.0,24 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
103,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,700.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
104,Suraj Holidays,VE A/C Sleeper (2+1),22:30,06:15,07h 45m,900.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
105,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,05:25,07h 25m,899.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
106,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,600.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
107,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,04:20,06h 20m,699.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
108,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:10,06h 55m,849.0,30 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
109,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:45,07h 45m,899.0,21 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
110,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),02:30,07:45,05h 15m,1000.0,6 Seats available,1.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
111,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),07:00,13:40,06h 40m,699.0,39 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
112,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,08:40,05h 40m,1800.0,12 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
113,P K Travels,NON A/C Seater / Sleeper (3+1),21:30,04:00,06h 30m,800.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
114,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,04:30,08h 30m,700.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
115,A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,650.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
116,DA Transports,A/C Sleeper (2+1),21:45,04:15,06h 30m,700.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
117,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,800.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
118,CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),07:00,13:45,06h 45m,699.0,39 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
119,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:20,07h 20m,899.0,21 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
120,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,03:50,06h 35m,849.0,30 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
121,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,08:41,05h 41m,1800.0,12 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
122,Bharathi Travels,A/C Sleeper (2+1),02:55,09:55,07h 00m,990.0,18 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
123,Ravina Travels (Regd),A/C Sleeper (2+1),05:00,10:40,05h 40m,1099.0,18 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
124,SAAM BUS,A/C Classy Seater (2+2),08:00,13:45,05h 45m,600.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
125,SAAM BUS,A/C Classy Seater (2+2),08:00,13:46,05h 46m,600.0,24 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
126,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),21:20,04:30,07h 10m,599.0,27 Seats available,0.0,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
127,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),00:36,06:36,06h 00m,419.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
128,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),01:01,07:36,06h 35m,419.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
129,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,01:30,07:35,06h 05m,391.0,2 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
130,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),02:00,09:30,07h 30m,306.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
