,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
3548,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,01:20,04h 20m,2199.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3549,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,02:20,03h 20m,1800.0,12 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3550,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,00:30,03h 30m,1824.0,14 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3551,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,00:30,03h 30m,1975.0,4 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3552,Zingbus Plus,A/C Sleeper (2+1),19:55,23:35,03h 40m,1158.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3553,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),21:50,02:05,04h 15m,708.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3554,Zingbus Plus,A/C Sleeper (2+1),21:35,00:30,02h 55m,1666.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3555,Aditya Logistics,A/C Sleeper (2+1),22:00,02:00,04h 00m,1300.0,17 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3556,Vikram Travels,A/C Sleeper (2+1),22:10,01:30,03h 20m,1539.0,24 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3557,Raj’s Travels and Transports,Benz A/C Sleeper (2+1),22:30,01:30,03h 00m,699.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3558,Vikram Travels,A/C Sleeper (2+1),20:30,01:50,05h 20m,1380.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3559,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),21:45,23:59,02h 14m,1480.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3560,SL Travels,A/C Sleeper (2+1),21:45,01:30,03h 45m,1110.0,15 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3561,SL Travels,NON A/C Sleeper (2+1),21:15,02:15,05h 00m,1120.0,9 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3562,Sri Durgamba Travels,NON A/C Sleeper (2+1),23:00,03:30,04h 30m,800.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3563,IRA Travels,A/C Sleeper (2+1),19:00,23:55,04h 55m,1499.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3564,Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),21:00,01:30,04h 30m,1799.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3565,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:59,03:30,03h 31m,2000.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3566,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:55,04:30,04h 35m,1200.0,8 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3567,OVR Travels,NON A/C Sleeper (2+1),20:40,03:00,06h 20m,850.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3568,RESHMA TOURISTS,Bharat Benz A/C Sleeper (2+1),22:45,02:30,03h 45m,1400.0,21 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3569,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,00:45,03h 15m,1590.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3570,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),00:40,04:00,03h 20m,1900.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3571,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:10,01:30,03h 20m,2000.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3572,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:20,03:05,03h 45m,1400.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3573,Jabbar Travels,VE A/C Sleeper (2+1),20:35,01:00,04h 25m,1190.0,18 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3574,Jabbar Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,02:30,03h 45m,850.0,30 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3575,Jabbar Travels,A/C Sleeper (2+1),18:00,23:59,05h 59m,1089.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3576,Jabbar Travels,Scania AC Multi Axle Sleeper (2+1),21:30,01:30,04h 00m,1360.0,21 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3577,SR Tours and Travels,A/C Sleeper (2+1),22:30,02:15,03h 45m,2586.0,26 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3578,Indian Bus,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:00,02:40,06h 40m,1499.0,22 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3579,Ravina Travels (Regd),A/C Sleeper (2+1),22:15,02:30,04h 15m,1439.0,26 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3580,Yolo Bus,A/C Sleeper (2+1),17:16,23:15,05h 59m,1730.0,21 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3581,SRS Travels,NON AC Seater / Sleeper 2+1,21:00,02:00,05h 00m,650.0,35 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3582,SRS Travels,Non A/C Seater / Sleeper (2+1),22:15,02:45,04h 30m,550.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3583,Sri Balaji Travels,NON A/C Sleeper (2+1),23:00,03:45,04h 45m,1999.0,24 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3584,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:30,02:30,03h 00m,1800.0,18 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3585,DHANUNJAYA TRAVELS,A/C Seater / Sleeper (2+1),23:59,03:30,03h 31m,799.0,26 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3586,Tranzindia Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,699.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3587,Sri Vinayaka Travels,A/C Sleeper (2+1),19:50,01:05,05h 15m,1450.0,19 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3588,Bmcc Travels,A/C Sleeper (2+1),18:15,23:50,05h 35m,1139.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3589,Bmcc Travels,A/C Sleeper (2+1),22:00,03:15,05h 15m,1111.0,24 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3590,Morning Star Travels,A/C Sleeper (2+1),18:00,22:00,04h 00m,1490.0,20 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3591,Bmcc Travels,Non A/C Seater / Sleeper (2+1),19:25,01:30,06h 05m,969.0,17 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3592,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),16:10,22:00,05h 50m,1590.0,16 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3593,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,02:45,04h 15m,2200.0,21 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3594,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:30,03:30,06h 00m,950.0,17 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3595,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,01:00,04h 00m,4000.0,42 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3596,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),23:15,02:40,03h 25m,1600.0,20 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3597,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,03:00,04h 00m,849.0,18 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3598,GreenLine Travels And Holidays,A/C Sleeper (2+1),22:30,03:15,04h 45m,950.0,13 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3599,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:10,03:00,03h 50m,1200.0,18 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3600,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:10,02:55,03h 45m,1200.0,6 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3601,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:15,01:30,03h 15m,1250.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3602,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02:45,04h 00m,1000.0,25 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3603,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:10,02:50,03h 40m,1200.0,22 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3604,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:40,03:05,03h 25m,1100.0,24 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3605,November Travels,Bharat Benz A/C Sleeper (2+1),19:20,01:10,05h 50m,1190.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3606,Mahi Trans Solutions,A/C Sleeper (2+1),21:20,01:45,04h 25m,2999.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3607,Streamline tours and travels,A/C Sleeper (2+1),21:00,01:00,04h 00m,1299.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3608,Mahi Trans Solutions,A/C Sleeper (2+1),21:20,01:15,03h 55m,2999.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3609,DLT BUS,A/C Sleeper (2+1),22:30,02:15,03h 45m,1499.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3610,NS Holidays,Bharat Benz A/C Seater /Sleeper (2+1),11:30,18:55,07h 25m,2749.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3611,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,01:50,03h 50m,664.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3612,SLNS Travels,A/C Sleeper (2+1),21:30,01:30,04h 00m,900.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3613,ORM Tours and Travels,A/C Sleeper (2+1),20:30,02:30,06h 00m,800.0,23 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3614,Yes Express Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:40,23:40,03h 00m,1259.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3615,Yes Express Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,01:30,03h 30m,1990.0,27 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3616,Sai Sindhu Travels,A/C Sleeper (2+1),10:00,14:00,04h 00m,990.0,19 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3617,Ravina Travels (Regd),A/C Sleeper (2+1),23:45,03:30,03h 45m,1349.0,25 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3618,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:30,01:45,03h 15m,1700.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3619,SRS Travels,A/C Sleeper (2+1),22:00,03:00,05h 00m,950.0,20 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3620,DHANUNJAYA TRAVELS,A/C Sleeper (2+1),11:20,14:00,02h 40m,999.0,21 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3621,Morning Star Travels,A/C Sleeper (2+1),20:10,01:15,05h 05m,1390.0,23 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3622,Bmcc Travels,NON A/C Sleeper (2+1),18:50,23:59,05h 09m,1204.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3623,Morning Star Travels,A/C Sleeper (2+1),20:00,00:45,04h 45m,1590.0,29 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3624,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),19:00,23:05,04h 05m,1590.0,22 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3625,Bmcc Travels,Non A/C Seater / Sleeper (2+1),20:30,02:30,06h 00m,1139.0,36 Seats available,2.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3626,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),22:45,03:45,05h 00m,849.0,23 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3627,Tranzindia Travels,Non A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,699.0,10 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3628,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),20:00,01:45,05h 45m,850.0,27 Seats available,1.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3629,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:55,01:45,06h 50m,1899.0,40 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
3630,APSRTC - 2214,Super Luxury (Non AC Seater 2+2 Push Back),03:30,09:15,05h 45m,386.0,7 Seats available,3.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3631,APSRTC - 23547,Super Luxury (Non AC Seater 2+2 Push Back),04:00,09:45,05h 45m,386.0,19 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3632,APSRTC - 2530,Super Luxury (Non AC Seater 2+2 Push Back),04:30,10:15,05h 45m,386.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3633,APSRTC - 3328,Super Luxury (Non AC Seater 2+2 Push Back),05:00,10:30,05h 30m,386.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3634,APSRTC - 3330,Super Luxury (Non AC Seater 2+2 Push Back),05:30,11:00,05h 30m,386.0,30 Seats available,4.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3635,APSRTC - 24267,Super Luxury (Non AC Seater 2+2 Push Back),06:00,11:30,05h 30m,386.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3636,APSRTC - 2578,Super Luxury (Non AC Seater 2+2 Push Back),06:45,12:30,05h 45m,386.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3637,APSRTC - 2580,Super Luxury (Non AC Seater 2+2 Push Back),07:00,12:30,05h 30m,386.0,24 Seats available,4.8,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3638,APSRTC - 8310,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:30,12:45,05h 15m,391.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3639,APSRTC - 2407,INDRA(A.C. Seater),07:45,13:00,05h 15m,467.0,14 Seats available,4.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3640,APSRTC - 3097,Super Luxury (Non AC Seater 2+2 Push Back),08:00,14:07,06h 07m,355.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3641,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,13:40,05h 25m,386.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3642,APSRTC - 2531,Super Luxury (Non AC Seater 2+2 Push Back),08:45,14:30,05h 45m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3643,APSRTC - 23531,Super Luxury (Non AC Seater 2+2 Push Back),09:15,15:00,05h 45m,386.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3644,APSRTC - 3322,Super Luxury (Non AC Seater 2+2 Push Back),09:45,15:15,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3645,APSRTC - 2835,Super Luxury (Non AC Seater 2+2 Push Back),10:00,15:50,05h 50m,386.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3646,APSRTC - 2539,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:15,05h 45m,386.0,34 Seats available,3.3,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3647,APSRTC - 24277,Super Luxury (Non AC Seater 2+2 Push Back),11:00,16:30,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3648,APSRTC - 2540,Super Luxury (Non AC Seater 2+2 Push Back),11:30,17:15,05h 45m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3649,APSRTC - 24265,Super Luxury (Non AC Seater 2+2 Push Back),12:00,17:30,05h 30m,386.0,34 Seats available,3.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3650,APSRTC - 23567,INDRA(A.C. Seater),12:15,17:30,05h 15m,467.0,11 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3651,APSRTC - 3416,Super Luxury (Non AC Seater 2+2 Push Back),12:30,18:00,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3652,APSRTC - 23549,Super Luxury (Non AC Seater 2+2 Push Back),13:00,18:45,05h 45m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3653,APSRTC - 2532,Super Luxury (Non AC Seater 2+2 Push Back),13:30,19:15,05h 45m,386.0,34 Seats available,3.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3654,APSRTC - 24279,Super Luxury (Non AC Seater 2+2 Push Back),13:45,19:30,05h 45m,386.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3655,APSRTC - 3474,Super Luxury (Non AC Seater 2+2 Push Back),14:00,19:30,05h 30m,386.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3656,APSRTC - 2524,Super Luxury (Non AC Seater 2+2 Push Back),14:30,20:15,05h 45m,386.0,32 Seats available,4.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3657,APSRTC - 3406,Super Luxury (Non AC Seater 2+2 Push Back),15:00,20:30,05h 30m,386.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3658,APSRTC - 2534,Super Luxury (Non AC Seater 2+2 Push Back),15:30,21:15,05h 45m,386.0,34 Seats available,4.7,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3659,APSRTC - 23527,Super Luxury (Non AC Seater 2+2 Push Back),16:00,21:45,05h 45m,386.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3660,APSRTC - 3332,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:00,05h 30m,386.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3661,APSRTC - 24275,Super Luxury (Non AC Seater 2+2 Push Back),17:00,22:50,05h 50m,386.0,34 Seats available,4.4,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3662,APSRTC - 3324,Super Luxury (Non AC Seater 2+2 Push Back),17:30,23:00,05h 30m,386.0,31 Seats available,1.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3663,APSRTC - 2217,Super Luxury (Non AC Seater 2+2 Push Back),18:30,00:30,06h 00m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3664,APSRTC - 3104,Super Luxury (Non AC Seater 2+2 Push Back),19:00,01:22,06h 22m,355.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3665,APSRTC - 24281,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:15,06h 15m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3666,APSRTC - 3326,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:00,05h 30m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3667,APSRTC - 2405,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:00,05h 45m,386.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3668,APSRTC - 23539,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:30,05h 45m,386.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3669,APSRTC - 3472,INDRA(A.C. Seater),22:00,03:00,05h 00m,467.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
3670,APSRTC - 2837,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:30,05h 15m,386.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
